"index","slope","rsquared"
1,24.4516696755496,0.855388821339535
2,19.1855917310568,0.795236036511005
3,100.566572237963,0.921067056458985
4,17.9878246757695,0.778114893419616
5,13.7667728890431,0.669527282462823
6,29.7182243330336,0.726865935900994
7,21.1730389650368,0.79852065259551
8,43.0789373628159,0.982975169701726
9,35.3053330009493,0.970904079513347
10,23.6914658482294,0.830902794452678
11,23.3992029012143,0.994991349391452
12,32.4104293211082,0.923361937560571
13,30.1268271967418,0.983984259596615
14,7.23966042954323,0.863239304603359
15,5.91928430467279,0.956955218617175
16,32.5302078326956,0.769917334122161
17,22.9114495560196,0.884040252467455
18,7.43071829153205,0.952148395297506
19,31.1175189044245,0.840006363531446
20,6.57352978200875,0.553080955033386
21,60.4586193646192,0.909456983543008
22,7.76570792052875,0.94727959258379
23,23.7935939628467,0.871920484285743
24,18.3180495905789,0.897126478698604
25,15.5780153691947,0.990580411813289
26,15.7613933008809,0.995407386089523
27,8.23827629911282,0.974167378309137
28,26.9997904494806,0.847260734578513
29,41.910961150687,0.911977571796198
30,33.0438360215219,0.954438783534671
31,12.4851690537521,0.657483105219353
32,193.298969072176,0.999940744252193
33,18.768710665827,0.993903360594082
34,18.0182466032228,0.81472383476961
35,16.7889710685996,0.918745996581363
36,10.5105368038479,0.936749866207849
37,66.4744850231988,0.610723368999389
38,34.5495348255911,0.766877733593403
39,78.0986712011513,0.632784703539831
40,43.2158716435843,0.907769149968623
41,13.2761833189322,0.942182209448234
